text,label,source_dataset,source_label
please tell me how to pay my gas bill,question,DeepPavlov/clinc_oos,111
how many days off have i taken until right now,question,DeepPavlov/clinc_oos,148
what is the name of the insurance plan that i'm enrolled in,lead,DeepPavlov/clinc_oos,74
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,spam,SMS Spam Collection,spam
what is the total amount due on my electricity bill,question,DeepPavlov/clinc_oos,27
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",spam,SMS Spam Collection,spam
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,spam,SMS Spam Collection,spam
i'm pretty sure this charge is fraudulent,escalate,DeepPavlov/clinc_oos,70
i want to put in a pto request for march 1-8,lead,DeepPavlov/clinc_oos,97
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam,SMS Spam Collection,spam
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",spam,SMS Spam Collection,spam
schedule a meeting for me,lead,DeepPavlov/clinc_oos,18
do i need a socket converter if i'm going to be in germany,question,DeepPavlov/clinc_oos,120
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",spam,SMS Spam Collection,spam
i'm afraid this charge on my account is fraud,escalate,DeepPavlov/clinc_oos,70
i need to report a fraudulent transaction from postmates on my account,escalate,DeepPavlov/clinc_oos,70
what is the ac temperature,question,DeepPavlov/clinc_oos,10
do i need a power adapter in mexico,question,DeepPavlov/clinc_oos,120
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,spam,SMS Spam Collection,spam
could i perhaps increase by credit limit by 500 dollars,question,DeepPavlov/clinc_oos,109
why thank you,question,DeepPavlov/clinc_oos,124
can i change your language,question,DeepPavlov/clinc_oos,29
what factors can ruin a credit score,question,DeepPavlov/clinc_oos,28
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",spam,SMS Spam Collection,spam
how many carry ons can i take on a flight with american airlines to japan,question,DeepPavlov/clinc_oos,62
could you freeze my account,escalate,DeepPavlov/clinc_oos,20
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,spam,SMS Spam Collection,spam
what are my insurance advantages,question,DeepPavlov/clinc_oos,74
how can i order checks for my savings account,question,DeepPavlov/clinc_oos,127
book a car rental to miami florida today,lead,DeepPavlov/clinc_oos,40
can you tell me the name of the insurance plan i'm a member of,lead,DeepPavlov/clinc_oos,74
"i would like to report a fraud on my wells fargo card, please",escalate,DeepPavlov/clinc_oos,70
are you a bot or a real person,escalate,DeepPavlov/clinc_oos,117
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",spam,SMS Spam Collection,spam
how many more pto days are there for me,question,DeepPavlov/clinc_oos,126
TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,spam,SMS Spam Collection,spam
"""disable my card account and contact company to report fraudulent activty",escalate,DeepPavlov/clinc_oos,70
are you a real person or artificial intelligence,escalate,DeepPavlov/clinc_oos,117
am i talking with real person or ai,escalate,DeepPavlov/clinc_oos,117
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam,SMS Spam Collection,spam
can you act and think like a real person,escalate,DeepPavlov/clinc_oos,117
i want you to book a reservation for 8 pm at red robin under the name kevin,lead,DeepPavlov/clinc_oos,23
how can i find my current location,question,DeepPavlov/clinc_oos,136
can you help me change my insurance policy,lead,DeepPavlov/clinc_oos,64
how can i make changes for my insurance policy,lead,DeepPavlov/clinc_oos,64
reserve a table for four for tonight at 7 at the fatted calf,lead,DeepPavlov/clinc_oos,23
what line is the gas tank at,question,DeepPavlov/clinc_oos,110
i need a pto request on march 1 to 2,lead,DeepPavlov/clinc_oos,97
how can i add my signature to the proposed bill legalizing prostitution,question,DeepPavlov/clinc_oos,42
you have to reserve a table for 4 at red robin under the name kevin at 7,lead,DeepPavlov/clinc_oos,23
why was my card declined at safeway,escalate,DeepPavlov/clinc_oos,49
how do i report a stolen card,escalate,DeepPavlov/clinc_oos,12
can you schedule a meeting with steve at the office,lead,DeepPavlov/clinc_oos,18
who wrote green book,question,DeepPavlov/clinc_oos,42
i wish to know why my card was declined yesterday,escalate,DeepPavlov/clinc_oos,49
"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",spam,SMS Spam Collection,spam
reserve a table for 5 at lawry's under the name steve at 8:00pm,lead,DeepPavlov/clinc_oos,23
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,spam,SMS Spam Collection,spam
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,spam,SMS Spam Collection,spam
i think there's fraud on my account,escalate,DeepPavlov/clinc_oos,70
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",spam,SMS Spam Collection,spam
i want to report fraudulent activity on my quicksilver card,escalate,DeepPavlov/clinc_oos,70
my account has a fraudulent transaction i think,escalate,DeepPavlov/clinc_oos,70
due to fraudulent activity on my card i need to make a report,escalate,DeepPavlov/clinc_oos,70
i want a new insurance plan,lead,DeepPavlov/clinc_oos,64
can i rent a car out of lax from tuesday to thursday,lead,DeepPavlov/clinc_oos,40
i have to report fraudulent activity on my bank of the west card,escalate,DeepPavlov/clinc_oos,70
is mr joes pizza available for a seating,question,DeepPavlov/clinc_oos,102
can you help me with some fraudulent charges on my card,escalate,DeepPavlov/clinc_oos,70
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",spam,SMS Spam Collection,spam
how do i go about getting cash for my card points accumulated,question,DeepPavlov/clinc_oos,6
i think the charge for uber on my account is fraudulent,escalate,DeepPavlov/clinc_oos,70
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam,SMS Spam Collection,spam
schedule an appointment to get my oil changed,lead,DeepPavlov/clinc_oos,131
what amount do i have to pay in taxes,question,DeepPavlov/clinc_oos,94
what cryptocurrency gained the most in 2018,question,DeepPavlov/clinc_oos,42
how many times a year should i change my tires,question,DeepPavlov/clinc_oos,47
book a flight from chicago to dc on monday and returning on wednesday,lead,DeepPavlov/clinc_oos,63
how many calories on average are in a hot dog,question,DeepPavlov/clinc_oos,135
i have a fraudulent transaction from wal mart on my account,escalate,DeepPavlov/clinc_oos,70
what thoughts do you have about making dinnner tonight,question,DeepPavlov/clinc_oos,46
is there an insurance plan for my health,lead,DeepPavlov/clinc_oos,74
how do i modify my insurance policy,lead,DeepPavlov/clinc_oos,64
"find and book a hotel in md, baltimore starting on the 7th to the 9th",lead,DeepPavlov/clinc_oos,116
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",spam,SMS Spam Collection,spam
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",spam,SMS Spam Collection,spam
i want to book a flight from hawaii to new york on july 8th and returning on july 10th,lead,DeepPavlov/clinc_oos,63
Please CALL 08712402972 immediately as there is an urgent message waiting for you,spam,SMS Spam Collection,spam
how do i report my very lost card,escalate,DeepPavlov/clinc_oos,12
i suspect fraudulent transaction,escalate,DeepPavlov/clinc_oos,70
is the sushi well-received at yakamoto,question,DeepPavlov/clinc_oos,0
how long can i expect to wait for a restaurant table,question,DeepPavlov/clinc_oos,102
make a pto request for dates november 11 to black friday,lead,DeepPavlov/clinc_oos,97
how much is my xfinity cable bill,question,DeepPavlov/clinc_oos,27
how do i book a vacation,lead,DeepPavlov/clinc_oos,97
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam,SMS Spam Collection,spam
tell me some fun tourist attractions in london,question,DeepPavlov/clinc_oos,149
"""please contact my credit card company to report fraudulent activity on",escalate,DeepPavlov/clinc_oos,70
what sort of fuel does this car take,question,DeepPavlov/clinc_oos,8
"at noon, schedule a meeting with saul",lead,DeepPavlov/clinc_oos,18
take out of my checking 400 dollars and put it into my emergency savings account,escalate,DeepPavlov/clinc_oos,133
Money i have won wining number 946 wot do i do next,spam,SMS Spam Collection,spam
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam,SMS Spam Collection,spam
can you tell me how you're doing today,question,DeepPavlov/clinc_oos,82
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",spam,SMS Spam Collection,spam
please help me report my lost card,escalate,DeepPavlov/clinc_oos,12
freeze my account,escalate,DeepPavlov/clinc_oos,20
has my manager at mcdonald's confirmed i can take vacation,escalate,DeepPavlov/clinc_oos,101
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,spam,SMS Spam Collection,spam
tell me when someone looked at my car last,question,DeepPavlov/clinc_oos,37
can you give me information on how to rent a car,lead,DeepPavlov/clinc_oos,40
i want you to make me a pto request for me for april twenty through may two,lead,DeepPavlov/clinc_oos,97
can you schedule a meeting with john for 12,lead,DeepPavlov/clinc_oos,18
85233 FREE>Ringtone!Reply REAL,spam,SMS Spam Collection,spam
set a pto request for april 1st and 2nd,lead,DeepPavlov/clinc_oos,97
could you tell me if you're a real person,escalate,DeepPavlov/clinc_oos,117
what insurance plan am i enrolled in,lead,DeepPavlov/clinc_oos,74
You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,spam,SMS Spam Collection,spam
can i please know the credit limit for my citibank card,question,DeepPavlov/clinc_oos,41
can you help me with seattle car rental bookings,lead,DeepPavlov/clinc_oos,40
who were you created by,question,DeepPavlov/clinc_oos,96
can you help me report my lost card please,escalate,DeepPavlov/clinc_oos,12
how do i report fraud on my discover card,escalate,DeepPavlov/clinc_oos,70
help make changes to my insurance policy,lead,DeepPavlov/clinc_oos,64
what is the sum of 8 + 3,question,DeepPavlov/clinc_oos,138
am i allowed to put in a pto request for now to april,lead,DeepPavlov/clinc_oos,97
i would like you to help me get on another united healthcare insurance plan,lead,DeepPavlov/clinc_oos,64
please tell me why my card was declined,escalate,DeepPavlov/clinc_oos,49
INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,spam,SMS Spam Collection,spam
"could you freeze my account, please",escalate,DeepPavlov/clinc_oos,20
tell me what i can find on the shopping list,question,DeepPavlov/clinc_oos,43
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,spam,SMS Spam Collection,spam
tell me everything on my calendar for may 1,question,DeepPavlov/clinc_oos,60
You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,spam,SMS Spam Collection,spam
is there enough air in my tires,question,DeepPavlov/clinc_oos,98
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,spam,SMS Spam Collection,spam
i'm pretty sure i have a fraudulent transaction on my account,escalate,DeepPavlov/clinc_oos,70
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam,SMS Spam Collection,spam
what does my federal tax return look like,question,DeepPavlov/clinc_oos,94
can you help me switch to a new insurance plan,lead,DeepPavlov/clinc_oos,64
can you schedule a meeting with george for 4,lead,DeepPavlov/clinc_oos,18
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,spam,SMS Spam Collection,spam
are there good clam places in cleveland,question,DeepPavlov/clinc_oos,145
i want to report fraudulent activity on my card,escalate,DeepPavlov/clinc_oos,70
i need to figure out what to do about lost luggage,escalate,DeepPavlov/clinc_oos,113
i think i need to make a reservation for 8 pm at red robin for 3,lead,DeepPavlov/clinc_oos,23
i gotta make a reservation for 8 pm at red robin for 3,lead,DeepPavlov/clinc_oos,23
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam,SMS Spam Collection,spam
i am hoping to switch insurance plans,lead,DeepPavlov/clinc_oos,64
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam,SMS Spam Collection,spam
i need help making a pto request for march 3-10,lead,DeepPavlov/clinc_oos,97
what is the name of the 13th president,question,DeepPavlov/clinc_oos,42
i would like to report fraudulent activity on my chase card,escalate,DeepPavlov/clinc_oos,70
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,spam,SMS Spam Collection,spam
what do you enjoy doing while not working,escalate,DeepPavlov/clinc_oos,15
i need to know how to schedule a meeting,lead,DeepPavlov/clinc_oos,18
i need to switch to a new insurance plan,lead,DeepPavlov/clinc_oos,64
my card's magnetic strip is not working and i want to notify them,escalate,DeepPavlov/clinc_oos,87
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam,SMS Spam Collection,spam
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam,SMS Spam Collection,spam
